"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",37963,501402,1565,1012
"Tolerant",498497,9815,609,148
"Vulnerable",1435,828,8559,655
"Unclassified",7990,3423,2510,82365
