"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4047,28537,528,37033
"Tolerant",25221,5761,831,29196
"Vulnerable",1105,1211,13053,97616
"Unclassified",17062,9424,26063,360193
