"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",850,1420,5787,8246
"Tolerant",864,24364,13388,5052
"Vulnerable",762,5951,23946,5676
"Unclassified",3935,7707,36596,65214
