"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,9
"GM",0,0,0,2
"Tolerant",0,0,9,29
"Vulnerable",0,0,11,352
"Unclassified",37,18,2695,2066
