"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",218,4,411,849,1235
"GM",8,0,192,111,457
"Tolerant",1486,842,27291,11656,8615
"Vulnerable",2639,190,13516,113728,44160
"Unclassified",3666,119,11661,76342,71662
