"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,5,14,18,237
"GM",147,355,421,114,623
"Tolerant",8,495,608,136,763
"Vulnerable",12,34,80,1014,1874
"Unclassified",609,688,829,9353,58993
