"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",116,1,0,839
"Tolerant",192,162,0,837
"Vulnerable",0,0,192,2745
"Unclassified",225,497,134,25560
