"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",47067,123595,28172,51788
"Tolerant",115854,150317,79112,76729
"Vulnerable",48501,51441,277539,118080
"Unclassified",143342,43148,128794,499190
