"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",51,198,521,214,563
"GM",447,74397,238173,3529,19283
"Tolerant",1135,260645,91763,7779,32864
"Vulnerable",1378,3925,8638,47228,36565
"Unclassified",7345,12220,22926,18598,158754
