"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,3,4,7
"GM",1912,5935,349,3567
"Tolerant",6089,7042,574,7003
"Vulnerable",137,366,257,1410
"Unclassified",5459,9641,47678,305931
