"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",1683,1886,72,3269
"Tolerant",3689,2398,88,6577
"Vulnerable",687,2139,170,93748
"Unclassified",2235,4360,1153,279209
