"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",5480,1059,2821,4937
"GM",4,2,0,9
"Tolerant",9667,43377,10619,5890
"Vulnerable",13744,15069,70317,19519
"Unclassified",12397,5594,13604,105183
