"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3049,0,11583,7978,30035
"Tolerant",1099,1,35810,11725,12296
"Vulnerable",3710,0,22674,44799,27400
"Unclassified",8220,4,28441,25263,65205
