"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,4,4,15
"GM",4,209,354,707,1117
"Tolerant",19,411,1003,922,2508
"Vulnerable",13,112,4697,41695,8790
"Unclassified",61,1329,1743,5538,8023
