"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",71,1402,834,426,356
"GM",377,814517,1352742,47527,7747
"Tolerant",190,1455302,248425,143543,3747
"Vulnerable",48,113474,111264,38959,1456
"Unclassified",17,12916,4554,1439,140213
