"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",13060,9198,1144,7246,20789
"GM",1568,70205,7894,11471,5518
"Tolerant",1343,7705,1835,2448,805
"Vulnerable",562,9199,1418,97198,10641
"Unclassified",1230,6858,1819,16512,147823
