"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",17883,7002,12341,607
"Tolerant",4344,69791,29375,505
"Vulnerable",4910,34220,86032,1767
"Unclassified",6061,11436,8777,253831
