"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3464,1631,1920,2586
"Tolerant",10455,40342,32942,6854
"Vulnerable",1817,26477,83527,16339
"Unclassified",2529,5599,28864,114525
