"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4177,2431,4262,7395
"Tolerant",21333,22034,25852,4830
"Vulnerable",4961,18861,94284,29147
"Unclassified",2734,5254,20723,111593
