"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,0,7
"GM",0,862,4990,34,973
"Tolerant",6,5725,5137,115,2525
"Vulnerable",0,12,27,283,1014
"Unclassified",97,1811,4128,771,8025
