"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",8387,13809,491,5016
"Tolerant",14875,6913,862,7406
"Vulnerable",1168,1705,24840,58083
"Unclassified",13221,9323,29586,287058
