"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1093,3196,18187,826,4624
"GM",3362,108044,191153,3565,15423
"Tolerant",12759,289226,937654,24605,67740
"Vulnerable",307,6770,19115,48050,14880
"Unclassified",4396,42963,108497,20157,184057
