"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",527,783,985,989,543
"GM",3449,37047,167874,32319,2534
"Tolerant",9523,188264,334666,129901,15333
"Vulnerable",5415,17368,116067,542963,62468
"Unclassified",2593,8903,34699,66678,251384
