"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3208,26494,943,503
"Tolerant",37186,242244,5032,943
"Vulnerable",1531,8811,375038,42460
"Unclassified",9377,71119,153514,433994
