"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",19,45,2,1
"GM",32331,482105,738,668
"Tolerant",498937,80344,426,440
"Vulnerable",359,853,1933,291
"Unclassified",766,551,151,40202
