"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",246686,471173,27915,40811
"GM",29,31,124,4
"Tolerant",476136,783913,151816,46594
"Vulnerable",45614,180297,631809,173268
"Unclassified",44548,57711,77593,916031
