"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,98
"GM",19,0,6,446
"Tolerant",1,1,1,359
"Vulnerable",20,2,103,3197
"Unclassified",806,262,1265,13538
