"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,1
"GM",0,45,0,5,898
"Tolerant",0,2,0,0,71
"Vulnerable",0,12,0,7,341
"Unclassified",2,660,19,302,17761
