"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0
"GM",129119,81027,3,34350
"Tolerant",89240,18630,2,7221
"Vulnerable",426,231,2,2264
"Unclassified",8769,3769,50,49152
