"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11115,4211,19247,1316
"Tolerant",10920,24953,51634,872
"Vulnerable",20411,62726,151119,13971
"Unclassified",11005,470,16995,176139
