"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,14
"GM",0,0,1,0
"Tolerant",0,1,9,15
"Vulnerable",0,27,7474,2012
"Unclassified",6,6,8647,4716
