"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,107
"GM",0,0,0,42
"Tolerant",1,0,0,20
"Vulnerable",0,0,14,290
"Unclassified",16,15,2100,5485
