"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,30,7,6,402
"GM",42,125745,25745,4456,36651
"Tolerant",22,28551,3313,3855,11123
"Vulnerable",4,5967,659,83,1188
"Unclassified",108,10966,2987,1919,77682
