"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",846,790,1521,4292
"Tolerant",739,1862,1514,2451
"Vulnerable",303,2224,61506,19416
"Unclassified",3505,2482,31553,69601
