"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",11071,191,464976,182,5195
"GM",3967,421,70856,60,548
"Tolerant",512326,42749,1200547,22782,42467
"Vulnerable",5000,302,28521,3582,1774
"Unclassified",19975,358,53908,1315,67838
