"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",88,296,854,226
"Tolerant",1531,26218,29900,1367
"Vulnerable",6283,50228,149065,13796
"Unclassified",4551,6475,18227,90484
