"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,6,17
"GM",2,0,3,1
"Tolerant",4,1044,1443,873
"Vulnerable",54,1203,107803,49305
"Unclassified",32,453,26277,87447
