"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",436,2890,176,1110
"Tolerant",3331,1030,354,1741
"Vulnerable",0,13,25,95
"Unclassified",1748,2051,40639,140719
