"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",99,5,7,16,118
"GM",33,57,295,183,218
"Tolerant",180,12,271,60,148
"Vulnerable",40,66,138,10816,13559
"Unclassified",425,384,253,18740,77729
