"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,2051,1290,200,43
"GM",0,141423,256318,2915,5212
"Tolerant",1,238333,23083,3219,6469
"Vulnerable",0,5200,2343,85726,24852
"Unclassified",19,15003,6726,39645,160266
