"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1095,6837,4485,987,13209
"GM",408,28582,25295,649,262
"Tolerant",3484,57815,64349,4095,3879
"Vulnerable",240,384,1637,20388,9363
"Unclassified",642,763,1907,16487,204458
