"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",793,21,132,3638
"GM",0,0,1,0
"Tolerant",26,0,23,264
"Vulnerable",359,23,1156,4539
"Unclassified",204,1,255,529151
