"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2713,4731,7057,5432
"Tolerant",2098,66614,93268,8031
"Vulnerable",2142,82658,191740,48444
"Unclassified",3560,16115,79482,249792
