"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1538,1142,3525,12046
"GM",0,2,30,0
"Tolerant",489,2929,10949,2296
"Vulnerable",1465,6235,193182,23108
"Unclassified",2408,554,16894,155836
