"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12203,12697,39,170
"GM",67848,120281,296,1587
"Tolerant",120840,18572,249,327
"Vulnerable",464,539,1715,1538
"Unclassified",846,426,2014,17254
