"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,15,7,14,622
"GM",2,31996,8154,232,6366
"Tolerant",4,4512,63,91,2243
"Vulnerable",1,736,171,2411,21668
"Unclassified",83,5446,1032,6283,174630
