"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",22,55,13,6
"GM",21001,459515,680,1755
"Tolerant",429717,197141,3420,1918
"Vulnerable",1680,3500,10577,989
"Unclassified",1748,2097,1172,141511
