"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0
"GM",1942,1511,425,941
"Tolerant",1612,1593,796,1520
"Vulnerable",303,1052,68718,83335
"Unclassified",700,1501,103209,167808
