"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,5
"GM",173,236,15,1975
"Tolerant",234,682,12,3346
"Vulnerable",130,348,414,139092
"Unclassified",406,1063,369,288467
