"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10,3,0,1
"GM",19794,383906,2813,1124
"Tolerant",429639,167155,8598,1139
"Vulnerable",2677,5985,14340,191
"Unclassified",2703,3777,383,66952
