"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1704,29,683,5716,13670
"GM",42,81,1304,184,248
"Tolerant",2073,2725,55935,10685,13751
"Vulnerable",7467,311,15760,246589,130409
"Unclassified",6146,220,7094,55311,89603
