"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,3
"GM",833,1479,138,783
"Tolerant",1558,913,259,1367
"Vulnerable",191,360,8641,31231
"Unclassified",2956,2080,17759,230352
