"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,2,1,20
"GM",8,20645,57043,217,7302
"Tolerant",22,74764,17452,383,9934
"Vulnerable",0,167,227,1638,5703
"Unclassified",42,6585,6580,6556,51410
