"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",55261,259027,63,12129
"Tolerant",295787,205710,185,32601
"Vulnerable",423,908,826,1427
"Unclassified",4864,15735,644,65578
