"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",103752,271093,2681,7369
"Tolerant",312751,87041,2277,6883
"Vulnerable",3337,2342,10465,15792
"Unclassified",13436,14776,3813,187278
