"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",64118,290640,2477,30333
"Tolerant",227716,92940,1749,40745
"Vulnerable",2007,1724,5333,14268
"Unclassified",69182,39890,11071,150893
