"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,1,1,0
"GM",13869,274868,944,1138
"Tolerant",292716,64944,3063,927
"Vulnerable",1382,3619,4683,130
"Unclassified",2342,1887,312,106390
