"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,4,0,0
"GM",2,20303,60332,979,1117
"Tolerant",3,60735,6747,635,598
"Vulnerable",10,1055,265,6559,683
"Unclassified",1,1571,558,1423,44204
