"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8,13,26,4,294
"GM",64,13675,36343,671,25806
"Tolerant",56,43172,30383,1538,36125
"Vulnerable",41,388,1934,6590,23523
"Unclassified",316,10694,19960,10905,136586
