"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",9,5,43,529
"GM",0,1,0,1
"Tolerant",0,24,22,372
"Vulnerable",34,19,209,1898
"Unclassified",40,28,275,7646
