"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,23,21,0,62
"GM",165,64951,191793,546,21242
"Tolerant",323,203813,36120,919,15779
"Vulnerable",2,1321,942,27859,20405
"Unclassified",89,26532,16893,17223,178559
