"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,0
"GM",7016,7570,81,4635
"Tolerant",8541,2733,143,3929
"Vulnerable",271,347,7372,20445
"Unclassified",8341,5368,14682,201577
