"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,6,2,97
"GM",32228,478988,240,12003
"Tolerant",500324,211634,519,17272
"Vulnerable",787,1720,819,11711
"Unclassified",4013,7938,296,20366
