"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1822,8728,1902,9113,10535
"GM",5408,242316,59413,47082,23443
"Tolerant",1334,49521,11553,10232,8329
"Vulnerable",3205,57228,8868,64815,22064
"Unclassified",12725,36886,8614,62256,91350
